List of distinct SAS Analysis Formats for STAR tables chosen for this report	Unnamed: 1	Unnamed: 2	Unnamed: 3
CHDMULT	9397	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Truncus	N
CHDMULT	9398	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Tru	N
CHDMULT	9399	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valv	N
CHDMULT	9400	Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Pulmonary Atresia wit	N
CHDMULT	9401	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Truncus Arte	N
CHDMULT	9402	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Truncus	N
CHDMULT	9403	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/St	N
CHDMULT	9404	Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Trun	N
CHDMULT	9405	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valva	N
CHDMULT	9406	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart V	N
CHDMULT	9407	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	9408	Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with Intact Ventricular Septum; Single Ventricle; Tetral	N
CHDMULT	9409	Atrial Isomerism/Heterotaxy; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with Intact Ventricular Sep	N
CHDMULT	9410	Hypoplastic Left Heart Syndrome; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with Intact Ventricular	N
CHDMULT	9411	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Congenitally Corrected Transposition (L-TGA); Pulmonary At	N
CHDMULT	9412	Transposition of the Great Arteries; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with Intact Ventric	N
CHDMULT	9413	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Congenitally Corrected Transposition (L-TGA); Pulmonar	N
CHDMULT	9414	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Congenitally Corrected Transposition (L-TGA); Pulm	N
CHDMULT	9415	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Congenitally Correcte	N
CHDMULT	9416	Atrioventricular Septal Defect; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with Intact Ventricular	N
CHDMULT	9417	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Congenitally Corrected Transposition (L-TGA); Pulmonary Atr	N
CHDMULT	9418	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Congenitally Corrected Transposition (L-TGA); Pulmonary	N
CHDMULT	9419	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Congenitally Corrected Tra	N
CHDMULT	9420	Transposition of the Great Arteries; Atrioventricular Septal Defect; Congenitally Corrected Transposition (L-TGA); Pulmo	N
CHDMULT	9421	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Congenitally Corrected	N
CHDMULT	9422	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Congenitally Corre	N
CHDMULT	9423	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	9424	Other left Heart Valvar/Structural Hypoplasia; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with Inta	N
CHDMULT	9425	Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Structural Hypoplasia; Congenitally Corrected Transposition (L-TGA)	N
CHDMULT	9426	Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Congenitally Corrected Transposition (L-	N
CHDMULT	9427	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Congenitall	N
CHDMULT	9428	Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Congenitally Corrected Transposition	N
CHDMULT	9429	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Congeni	N
CHDMULT	9430	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Con	N
CHDMULT	9431	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valv	N
CHDMULT	9432	Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Congenitally Corrected Transposition (L-T	N
CHDMULT	9433	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Congenitally	N
CHDMULT	9434	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Congenit	N
CHDMULT	9435	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/St	N
CHDMULT	9436	Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Cong	N
CHDMULT	9437	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valva	N
CHDMULT	9438	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart V	N
CHDMULT	9439	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	9440	Truncus Arteriosus; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with Intact Ventricular Septum; Sing	N
CHDMULT	9441	Atrial Isomerism/Heterotaxy; Truncus Arteriosus; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with In	N
CHDMULT	9442	Hypoplastic Left Heart Syndrome; Truncus Arteriosus; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia wit	N
CHDMULT	9443	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Truncus Arteriosus; Congenitally Corrected Transposition (	N
CHDMULT	9444	Transposition of the Great Arteries; Truncus Arteriosus; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia	N
CHDMULT	9445	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Truncus Arteriosus; Congenitally Corrected Transpositi	N
CHDMULT	9446	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Truncus Arteriosus; Congenitally Corrected Transpo	N
CHDMULT	9447	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Truncus Arteriosus; C	N
CHDMULT	9448	Atrioventricular Septal Defect; Truncus Arteriosus; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with	N
CHDMULT	9449	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Truncus Arteriosus; Congenitally Corrected Transposition (L	N
CHDMULT	9450	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Truncus Arteriosus; Congenitally Corrected Transpositio	N
CHDMULT	9451	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Truncus Arteriosus; Congen	N
CHDMULT	9452	Transposition of the Great Arteries; Atrioventricular Septal Defect; Truncus Arteriosus; Congenitally Corrected Transpos	N
CHDMULT	9453	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Truncus Arteriosus; Co	N
CHDMULT	9454	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Truncus Arteriosus	N
CHDMULT	9455	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	9456	Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Congenitally Corrected Transposition (L-TGA); Pulmona	N
CHDMULT	9457	Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Congenitally Corrected T	N
CHDMULT	9458	Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Congenitally Correct	N
CHDMULT	9459	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Truncus Art	N
CHDMULT	9460	Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Congenitally Cor	N
CHDMULT	9461	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Truncus	N
CHDMULT	9462	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Tru	N
CHDMULT	9463	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valv	N
CHDMULT	9464	Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Congenitally Correcte	N
CHDMULT	9465	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Truncus Arte	N
CHDMULT	9466	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Truncus	N
CHDMULT	9467	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/St	N
CHDMULT	9468	Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Trun	N
CHDMULT	9469	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valva	N
CHDMULT	9470	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart V	N
CHDMULT	9471	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	9472	Ventricular Septal Defect(s); Single Ventricle; Tetralogy of Fallot	N
CHDMULT	9473	Atrial Isomerism/Heterotaxy; Ventricular Septal Defect(s); Single Ventricle; Tetralogy of Fallot	N
CHDMULT	9474	Hypoplastic Left Heart Syndrome; Ventricular Septal Defect(s); Single Ventricle; Tetralogy of Fallot	N
CHDMULT	9475	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Ventricular Septal Defect(s); Single Ventricle; Tetralogy	N
CHDMULT	9476	Transposition of the Great Arteries; Ventricular Septal Defect(s); Single Ventricle; Tetralogy of Fallot	N
CHDMULT	9477	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Ventricular Septal Defect(s); Single Ventricle; Tetral	N
CHDMULT	9478	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Ventricular Septal Defect(s); Single Ventricle; Te	N
CHDMULT	9479	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Ventricular Septal De	N
CHDMULT	9480	Atrioventricular Septal Defect; Ventricular Septal Defect(s); Single Ventricle; Tetralogy of Fallot	N
CHDMULT	9481	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Ventricular Septal Defect(s); Single Ventricle; Tetralogy o	N
CHDMULT	9482	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Ventricular Septal Defect(s); Single Ventricle; Tetralo	N
CHDMULT	9483	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Ventricular Septal Defect(	N
CHDMULT	9484	Transposition of the Great Arteries; Atrioventricular Septal Defect; Ventricular Septal Defect(s); Single Ventricle; Tet	N
CHDMULT	9485	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Ventricular Septal Def	N
CHDMULT	9486	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Ventricular Septal	N
CHDMULT	9487	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	9488	Other left Heart Valvar/Structural Hypoplasia; Ventricular Septal Defect(s); Single Ventricle; Tetralogy of Fallot	N
CHDMULT	9489	Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Structural Hypoplasia; Ventricular Septal Defect(s); Single Ventric	N
CHDMULT	9490	Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Ventricular Septal Defect(s); Single Ven	N
CHDMULT	9491	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Ventricular	N
CHDMULT	9492	Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Ventricular Septal Defect(s); Single	N
CHDMULT	9493	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Ventric	N
CHDMULT	9494	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Ven	N
CHDMULT	9495	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valv	N
CHDMULT	9496	Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Ventricular Septal Defect(s); Single Vent	N
CHDMULT	9497	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Ventricular	N
CHDMULT	9498	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Ventricu	N
CHDMULT	9499	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/St	N
CHDMULT	9500	Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Vent	N
CHDMULT	9501	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valva	N
CHDMULT	9502	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart V	N
CHDMULT	9503	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	9504	Truncus Arteriosus; Ventricular Septal Defect(s); Single Ventricle; Tetralogy of Fallot	N
CHDMULT	9505	Atrial Isomerism/Heterotaxy; Truncus Arteriosus; Ventricular Septal Defect(s); Single Ventricle; Tetralogy of Fallot	N
CHDMULT	9506	Hypoplastic Left Heart Syndrome; Truncus Arteriosus; Ventricular Septal Defect(s); Single Ventricle; Tetralogy of Fallot	N
CHDMULT	9507	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Truncus Arteriosus; Ventricular Septal Defect(s); Single V	N
CHDMULT	9508	Transposition of the Great Arteries; Truncus Arteriosus; Ventricular Septal Defect(s); Single Ventricle; Tetralogy of Fa	N
CHDMULT	9509	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Truncus Arteriosus; Ventricular Septal Defect(s); Sing	N
CHDMULT	9510	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Truncus Arteriosus; Ventricular Septal Defect(s);	N
CHDMULT	9511	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Truncus Arteriosus; V	N
CHDMULT	9512	Atrioventricular Septal Defect; Truncus Arteriosus; Ventricular Septal Defect(s); Single Ventricle; Tetralogy of Fallot	N
CHDMULT	9513	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Truncus Arteriosus; Ventricular Septal Defect(s); Single Ve	N
CHDMULT	9514	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Truncus Arteriosus; Ventricular Septal Defect(s); Singl	N
CHDMULT	9515	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Truncus Arteriosus; Ventri	N
CHDMULT	9516	Transposition of the Great Arteries; Atrioventricular Septal Defect; Truncus Arteriosus; Ventricular Septal Defect(s); S	N
CHDMULT	9517	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Truncus Arteriosus; Ve	N
CHDMULT	9518	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Truncus Arteriosus	N
CHDMULT	9519	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	9520	Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Ventricular Septal Defect(s); Single Ventricle; Tetra	N
CHDMULT	9521	Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Ventricular Septal Defec	N
CHDMULT	9522	Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Ventricular Septal D	N
CHDMULT	9523	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Truncus Art	N
CHDMULT	9524	Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Ventricular Sept	N
CHDMULT	9525	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Truncus	N
CHDMULT	9526	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Tru	N
CHDMULT	9527	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valv	N
CHDMULT	9528	Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Ventricular Septal De	N
CHDMULT	9529	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Truncus Arte	N
CHDMULT	9530	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Truncus	N
CHDMULT	9531	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/St	N
CHDMULT	9532	Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Trun	N
CHDMULT	9533	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valva	N
